"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"Geburtsjahr";"Geschlecht";"L1";"Wohnsitz";"ProlificID";"L1_MFN_1";"L1_MFN_2";"L1_MFN_3";"L1_MFN_4";"L1_MFN_5";"L1_MFN_6";"L1_MFN_7";"L1_MFN_8";"L1_MFN_9";"L1_MFN_10";"L1_MFN_11";"L1_MFN_12";"L1_MFN_13";"L1_MFN_14";"L1_MFN_15";"L1_MFN_16";"L1_MFN_17";"L1_MFN_18";"L1_MFN_19";"L1_MFN_20";"L1_MFN_21";"L1_MFN_22";"L1_MFN_23";"L1_MFN_24";"L1_MFN_25";"L1_MFN_26";"L1_MFN_27";"L1_MFN_28";"L1_MFN_29";"L2_MFN_1";"L2_MFN_2";"L2_MFN_3";"L2_MFN_4";"L2_MFN_5";"L2_MFN_6";"L2_MFN_7";"L2_MFN_8";"L2_MFN_9";"L2_MFN_10";"L2_MFN_11";"L2_MFN_12";"L2_MFN_13";"L2_MFN_14";"L2_MFN_15";"L2_MFN_16";"L2_MFN_17";"L2_MFN_18";"L2_MFN_19";"L2_MFN_20";"L2_MFN_21";"L2_MFN_22";"L2_MFN_23";"L2_MFN_24";"L2_MFN_25";"L2_MFN_26";"L2_MFN_27";"L2_MFN_28";"L2_MFN_29";"L3_MFN_1";"L3_MFN_2";"L3_MFN_3";"L3_MFN_4";"L3_MFN_5";"L3_MFN_6";"L3_MFN_7";"L3_MFN_8";"L3_MFN_9";"L3_MFN_10";"L3_MFN_11";"L3_MFN_12";"L3_MFN_13";"L3_MFN_14";"L3_MFN_15";"L3_MFN_16";"L3_MFN_17";"L3_MFN_18";"L3_MFN_19";"L3_MFN_20";"L3_MFN_21";"L3_MFN_22";"L3_MFN_23";"L3_MFN_24";"L3_MFN_25";"L3_MFN_26";"L3_MFN_27";"L3_MFN_28";"L3_MFN_29";"L4_MFN_1";"L4_MFN_2";"L4_MFN_3";"L4_MFN_4";"L4_MFN_5";"L4_MFN_6";"L4_MFN_7";"L4_MFN_8";"L4_MFN_9";"L4_MFN_10";"L4_MFN_11";"L4_MFN_12";"L4_MFN_13";"L4_MFN_14";"L4_MFN_15";"L4_MFN_16";"L4_MFN_17";"L4_MFN_18";"L4_MFN_19";"L4_MFN_20";"L4_MFN_21";"L4_MFN_22";"L4_MFN_23";"L4_MFN_24";"L4_MFN_25";"L4_MFN_26";"L4_MFN_27";"L4_MFN_28";"L4_MFN_29";"L2_AssoziationSkala_1";"L2_AssoziationSkala_2";"L2_AssoziationSkala_3";"L2_AssoziationSkala_4";"L2_AssoziationSkala_5";"L2_AssoziationSkala_6";"L2_AssoziationSkala_7";"L2_AssoziationSkala_8";"L2_AssoziationSkala_9";"L2_AssoziationSkala_10";"L2_AssoziationSkala_11";"L2_AssoziationSkala_12";"L2_AssoziationSkala_13";"L2_AssoziationSkala_14";"L2_AssoziationSkala_15";"L2_AssoziationSkala_16";"L2_AssoziationSkala_17";"L2_AssoziationSkala_18";"L2_AssoziationSkala_19";"L2_AssoziationSkala_20";"L2_AssoziationSkala_21";"L2_AssoziationSkala_22";"L2_AssoziationSkala_23";"L2_AssoziationSkala_24";"L2_AssoziationSkala_25";"L2_AssoziationSkala_26";"L2_AssoziationSkala_27";"L2_AssoziationSkala_28";"L2_AssoziationSkala_29";"L1_AssoziationSkala_1";"L1_AssoziationSkala_2";"L1_AssoziationSkala_3";"L1_AssoziationSkala_4";"L1_AssoziationSkala_5";"L1_AssoziationSkala_6";"L1_AssoziationSkala_7";"L1_AssoziationSkala_8";"L1_AssoziationSkala_9";"L1_AssoziationSkala_10";"L1_AssoziationSkala_11";"L1_AssoziationSkala_12";"L1_AssoziationSkala_13";"L1_AssoziationSkala_14";"L1_AssoziationSkala_15";"L1_AssoziationSkala_16";"L1_AssoziationSkala_17";"L1_AssoziationSkala_18";"L1_AssoziationSkala_19";"L1_AssoziationSkala_20";"L1_AssoziationSkala_21";"L1_AssoziationSkala_22";"L1_AssoziationSkala_23";"L1_AssoziationSkala_24";"L1_AssoziationSkala_25";"L1_AssoziationSkala_26";"L1_AssoziationSkala_27";"L1_AssoziationSkala_28";"L1_AssoziationSkala_29";"L3_AssoziationSkala_1";"L3_AssoziationSkala_2";"L3_AssoziationSkala_3";"L3_AssoziationSkala_4";"L3_AssoziationSkala_5";"L3_AssoziationSkala_6";"L3_AssoziationSkala_7";"L3_AssoziationSkala_8";"L3_AssoziationSkala_9";"L3_AssoziationSkala_10";"L3_AssoziationSkala_11";"L3_AssoziationSkala_12";"L3_AssoziationSkala_13";"L3_AssoziationSkala_14";"L3_AssoziationSkala_15";"L3_AssoziationSkala_16";"L3_AssoziationSkala_17";"L3_AssoziationSkala_18";"L3_AssoziationSkala_19";"L3_AssoziationSkala_20";"L3_AssoziationSkala_21";"L3_AssoziationSkala_22";"L3_AssoziationSkala_23";"L3_AssoziationSkala_24";"L3_AssoziationSkala_25";"L3_AssoziationSkala_26";"L3_AssoziationSkala_27";"L3_AssoziationSkala_28";"L3_AssoziationSkala_29";"L4_AssoziationSkala_1";"L4_AssoziationSkala_2";"L4_AssoziationSkala_3";"L4_AssoziationSkala_4";"L4_AssoziationSkala_5";"L4_AssoziationSkala_6";"L4_AssoziationSkala_7";"L4_AssoziationSkala_8";"L4_AssoziationSkala_9";"L4_AssoziationSkala_10";"L4_AssoziationSkala_11";"L4_AssoziationSkala_12";"L4_AssoziationSkala_13";"L4_AssoziationSkala_14";"L4_AssoziationSkala_15";"L4_AssoziationSkala_16";"L4_AssoziationSkala_17";"L4_AssoziationSkala_18";"L4_AssoziationSkala_19";"L4_AssoziationSkala_20";"L4_AssoziationSkala_21";"L4_AssoziationSkala_22";"L4_AssoziationSkala_23";"L4_AssoziationSkala_24";"L4_AssoziationSkala_25";"L4_AssoziationSkala_26";"L4_AssoziationSkala_27";"L4_AssoziationSkala_28";"L4_AssoziationSkala_29";"ext_host";"ip_addr";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts7579679";"rts7579683";"rts7579688";"rts7579691";"rts7579693";"rts7579885";"rts7579890";"rts7579899";"rts7579901";"rts7579952";"rts7579965";"rts7579966";"rts7579967";"rts7579968"
"753";"0";"0";"31";"7558241";"-77";"229";"2";"2003";"2";"1";"1";"638525c55b36d64ccc7dab69";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"3";"3";"1";"3";"3";"3";"3";"3";"3";"2";"1";"1";"3";"3";"3";"3";"3";"1";"3";"1";"1";"3";"3";"1";"3";"1";"3";"3";"3";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"-77";"-77";"-77";"-77";"-77";"-77";"4";"4";"1";"-77";"-77";"-77";"-77";"-77";"4";"-77";"4";"2";"-77";"-77";"3";"-77";"4";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-99";"-99";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15";"https://app.prolific.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"0";"7579679,7579682,7579692,7579693,7579889,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579890,7579952,7579687,7579690,7579968,7558241";"1";"0";"0";"-77";"-77";"c47c204f91de1f34bf35322f266b5d2a";"1";"0";"1744108236";"2025-04-08 10:30:36";"2025-04-08 10:34:25";"0000-00-00 00:00:00";"5";"0";"0";"0";"17";"0";"214";"0";"0";"215";"0";"0";"0";"229"
"754";"0";"0";"31";"7558241";"-77";"326";"4";"1950";"1";"1";"3";"615572313c3a6169680520dc";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"3";"1";"3";"3";"3";"3";"3";"3";"1";"3";"3";"1";"1";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"1";"1";"3";"2";"3";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"3";"-77";"-77";"-77";"-77";"-77";"-77";"2";"-77";"-77";"1";"3";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"5";"4";"-77";"5";"-77";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0";"https://app.prolific.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"0";"7579679,7579682,7579692,7579687,7579690,7579691,7579900,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579968,7558241";"1";"0";"0";"-77";"-77";"d60250ef43d3fe983e7f89cdba90b6a6";"1";"0";"1744108476";"2025-04-08 10:34:36";"2025-04-08 10:40:02";"0000-00-00 00:00:00";"5";"0";"0";"34";"0";"0";"0";"0";"308";"0";"0";"0";"309";"326"
"755";"0";"0";"31";"7558241";"-77";"541";"1";"1992";"1";"1";"1";"6310a2b765ca58815886c9a8";"3";"3";"3";"3";"1";"3";"1";"1";"3";"3";"3";"2";"3";"1";"3";"3";"3";"3";"3";"3";"1";"1";"3";"3";"1";"1";"3";"3";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"-77";"3";"2";"-77";"-77";"-77";"1";"-77";"4";"-77";"-77";"-77";"-77";"-77";"-77";"4";"2";"-77";"-77";"3";"4";"-77";"-77";"4";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0";"https://app.prolific.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"0";"7579679,7579682,7579683,7579884,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579692,7579687,7579690,7579968,7558241";"0";"0";"0";"-77";"-77";"79944704582c1d720f1d030c2368b8c9";"1";"0";"1744108493";"2025-04-08 10:34:53";"2025-04-08 10:43:54";"0000-00-00 00:00:00";"3";"24";"0";"0";"0";"523";"0";"0";"0";"0";"524";"0";"0";"541"
"756";"0";"0";"31";"7558241";"-77";"226";"3";"1995";"1";"1";"1";"6060dc354e4fcd8373c1380b";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"3";"3";"3";"3";"1";"3";"1";"3";"3";"3";"3";"3";"3";"3";"1";"3";"3";"3";"1";"3";"1";"3";"3";"3";"3";"1";"1";"3";"3";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"4";"-77";"5";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"4";"-77";"-77";"-77";"3";"-77";"4";"-77";"-77";"-77";"-77";"3";"4";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-99";"-99";"Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0";"https://app.prolific.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"0";"7579679,7579682,7579692,7579687,7579688,7579893,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579690,7579968,7558241";"0";"1";"0";"-77";"-77";"9a8485dd3e2d13596e8e4e98ea8f456c";"1";"0";"1744108517";"2025-04-08 10:35:17";"2025-04-08 10:39:03";"0000-00-00 00:00:00";"5";"0";"26";"0";"0";"0";"0";"212";"0";"0";"0";"213";"0";"226"
"757";"0";"0";"31";"7558241";"-77";"803";"4";"1995";"4";"1";"1";"5e99c3f5545b26029634df55";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"3";"3";"1";"3";"1";"1";"2";"3";"1";"3";"3";"1";"3";"3";"3";"3";"1";"3";"1";"3";"3";"3";"3";"3";"1";"3";"3";"2";"3";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"4";"-77";"4";"4";"4";"-77";"5";"-77";"-77";"3";"-77";"-77";"-77";"-77";"4";"-77";"3";"-77";"-77";"-77";"-77";"-77";"3";"-77";"-77";"5";"-77";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0";"https://app.prolific.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"0";"7579679,7579682,7579692,7579687,7579690,7579691,7579900,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579901,7579967,7579968,7558241";"1";"1";"0";"-77";"-77";"d726e0e301cdc3ef0b1277e5020026db";"1";"0";"1744108781";"2025-04-08 10:39:41";"2025-04-08 10:53:04";"0000-00-00 00:00:00";"4";"0";"0";"526";"0";"0";"0";"0";"778";"0";"0";"0";"780";"803"
"758";"0";"0";"31";"7558241";"-77";"273";"3";"1997";"1";"1";"1";"5d0a33b56dd417001ae19535";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"3";"3";"2";"1";"1";"3";"1";"1";"2";"3";"3";"3";"3";"1";"1";"3";"1";"3";"3";"3";"3";"3";"3";"3";"2";"1";"3";"3";"3";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"4";"3";"3";"-77";"1";"3";"2";"-77";"-77";"-77";"-77";"3";"2";"-77";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0";"https://app.prolific.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"0";"7579679,7579682,7579692,7579687,7579688,7579893,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579899,7579966,7579690,7579968,7558241";"1";"0";"0";"-77";"-77";"47d2cfe7108e9510f680a65d9f7deae1";"1";"0";"1744108862";"2025-04-08 10:41:02";"2025-04-08 10:45:35";"0000-00-00 00:00:00";"5";"0";"25";"0";"0";"0";"0";"233";"0";"0";"0";"234";"0";"273"
"759";"0";"0";"31";"7558241";"-77";"553";"1";"1965";"1";"1";"1";"5bf4033ff719c9000153d38e";"1";"2";"2";"2";"1";"3";"1";"3";"1";"3";"1";"2";"3";"1";"3";"3";"1";"2";"3";"3";"1";"1";"3";"3";"1";"1";"1";"3";"3";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"4";"4";"3";"3";"3";"-77";"2";"-77";"3";"-77";"3";"5";"-77";"5";"-77";"-77";"3";"2";"-77";"-77";"4";"4";"-77";"-77";"4";"5";"3";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-99";"-99";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36";"https://app.prolific.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"0";"7579679,7579682,7579683,7579884,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579885,7579965,7579692,7579687,7579690,7579968,7558241";"1";"0";"0";"-77";"-77";"c24675cdc94a6795744f58f7d1d98c26";"1";"0";"1744109104";"2025-04-08 10:45:04";"2025-04-08 10:54:17";"0000-00-00 00:00:00";"9";"93";"0";"0";"0";"529";"0";"0";"0";"0";"536";"0";"0";"553"
